contig	start	end	name	giemsa
2L	21592349	21662689	39E3	gpos100
2L	21662689	21662699	39E4	gpos100
2L	21662699	21662709	39E5	gpos100
2L	21662709	21670401	39E6	gpos100
2L	21670401	21684084	39E7	gpos100
2L	21684084	21716185	39F1	gpos100
2L	21716185	21717830	39F2	gpos100
2L	21717830	21731512	39F3	gpos100
2L	21731512	21754733	40A1	gpos100
2L	21754733	21777954	40A2	gpos100
2L	21777954	21804332	40A3	gpos100
2L	21804332	21824395	40A4	gpos100
2L	21824395	21838078	40A5	gpos100
2L	21838078	21858141	40A6	gpos100
2L	21858141	21871823	40B1	gpos100
2L	21871823	21885506	40B2	gpos100
2L	21885506	21902346	40B3	gpos100
2L	21902346	21919186	40B4	gpos100
2L	21919186	21929711	40B5	gpos100
2L	21929711	21946551	40C1	gpos100
2L	21946551	21963391	40C2	gpos100
2L	21963391	21973916	40C3	gpos100
2L	21973916	21991348	40D1	gpos100
2L	21991348	22008780	40D2	gpos100
2L	22008780	22026212	40D3	gpos100
2L	22026212	22043644	40D4	gpos100
2L	22043644	22061076	40D5	gpos100
2L	22061076	22078508	40E1	gpos100
2L	22078508	22095940	40E2	gpos100
2L	22095940	22113372	40E3	gpos100
2L	22113372	22130804	40E4	gpos100
2L	22130804	22148236	40E5	gpos100
2L	22148236	22165668	40F1	gpos100
2L	22165668	22183100	40F2	gpos100
2L	22183100	22200532	40F3	gpos100
2L	22200532	22217964	40F4	gpos100
2L	22217964	22235396	40F5	gpos100
2L	22235396	22252828	40F6	gpos100
2L	22252828	22677528	40F7	gpos100
2L	22677528	23513712	neg.8	gneg
2R	0	4460914	neg.9	gneg
2R	4460914	4500577	41A1	gpos100
2R	4500577	4541395	41A2	gpos100
2R	4541395	4582213	41A3	gpos100
2R	4582213	4623031	41B1	gpos100
2R	4623031	4663848	41B2	gpos100
2R	4663848	4704666	41B3	gpos100
2R	4704666	4766432	41C1	gpos100
2R	4766432	4828198	41C2	gpos100
2R	4828198	4852843	41C3	gpos100
2R	4852843	4884881	41C4	gpos100
2R	4884881	4939254	41C5	gpos100
2R	4939254	4999480	41C6	gpos100
2R	4999480	5003330	41C7	gpos100
2R	5003330	5078497	41D1	gpos100
2R	5078497	5082348	41D2	gpos100
2R	5082348	5129327	41D3	gpos100
2R	5129327	5146578	41D4	gpos100
2R	5146578	5236531	41E1	gpos100
2R	5236531	5240382	41E2	gpos100
2R	5240382	5287361	41E3	gpos100
2R	5287361	5312006	41E4	gpos100
2R	5312006	5366379	41E5	gpos100
2R	5366379	5405810	41E6	gpos100
2R	5405810	5460183	41F1	gpos100
2R	5460183	5507162	41F2	gpos100
2R	5507162	5568928	41F3	gpos100
2R	5568928	5600966	41F4	gpos100
2R	5600966	5633004	41F5	gpos100
2R	5633004	5679983	41F6	gpos100
2R	5679983	5689687	41F7	gpos100
2R	5689687	5729119	41F8	gpos100
2R	5729119	5768551	41F9	gpos100
2R	5768551	5778255	41F10	gpos100
2R	5778255	5802899	41F11	gpos100
2R	5802899	5864665	42A1	gpos100
2R	5864665	5916516	42A2	gpos100
2R	5916516	5929207	42A3	gpos100
2R	5929207	5968070	42A4	gpos100
2R	5968070	5970903	42A5	gpos100
2R	5970903	5989031	42A6	gpos100
2R	5989031	6018037	42A7	gpos100
2R	6018037	6058034	42A8	gpos100
2R	6058034	6092592	42A9	gpos100
2R	6092592	6121598	42A10	gpos100
2R	6121598	6150604	42A11	gpos100
2R	6150604	6179610	42A12	gpos100
2R	6179610	6223912	42A13	gpos100
2R	6223912	6312087	42A14	gpos100
2R	6312087	6354929	42A15	gpos100
2R	6354929	6415689	42A16	gpos100
2R	6415689	6420839	42A17	gpos100
2R	6420839	6491486	42A18	gpos100
2R	6491486	6496635	42A19	gpos100
2R	6496635	6559455	42B1	gpos100
2R	6559455	6651935	42B2	gpos100
2R	6651935	6651945	42B3	gpos100
2R	6651945	6651955	42B4	gpos100
2R	6651955	6651965	42B5	gpos100
2R	6651965	6654039	42C1	gpos100
2R	6654039	6658343	42C2	gpos100
2R	6658343	6668180	42C3	gpos100
2R	6668180	6690446	42C4	gpos100
2R	6690446	6705310	42C5	gpos100
2R	6705310	6725807	42C6	gpos100
2R	6725807	6746304	42C7	gpos100
2R	6746304	6766220	42C8	gpos100
2R	6766220	6767672	42C9	gpos100
2R	6767672	6776962	42C10	gpos100
2R	6776962	6805298	42D1	gpos100
2R	6805298	6806750	42D2	gpos100
2R	6806750	6808201	42D3	gpos100
2R	6808201	6836537	42D4	gpos100
2R	6836537	6837988	42D5	gpos100
2R	6837988	6908322	42D6	gpos100
2R	6908322	6991903	42E1	gpos100
2R	6991903	6991913	42E2	gpos100
2R	6991913	6991923	42E3	gpos100
2R	6991923	7005769	42E4	gpos100
2R	7005769	7048835	42E5	gpos100
2R	7048835	7051974	42E6	gpos100
2R	7051974	7078091	42E7	gpos100
2R	7078091	7110234	42F1	gpos100
2R	7110234	7148530	42F2	gpos100
2R	7148530	7180673	42F3	gpos100
2R	7180673	7243202	43A1	gpos100
2R	7243202	7281497	43A2	gpos100
2R	7281497	7301587	43A3	gpos100
2R	7301587	7333730	43A4	gpos100
2R	7333730	7384080	43B1	gpos100
2R	7384080	7412689	43B2	gpos100
2R	7412689	7428108	43B3	gpos100
2R	7428108	7451656	43C1	gpos100
2R	7451656	7453162	43C2	gpos100
2R	7453162	7465689	43C3	gpos100
2R	7465689	7478216	43C4	gpos100
2R	7478216	7495983	43C5	gpos100
2R	7495983	7497489	43C6	gpos100
2R	7497489	7507125	43C7	gpos100
2R	7507125	7524892	43D1	gpos100
2R	7524892	7526398	43D2	gpos100
2R	7526398	7549947	43D3	gpos100
2R	7549947	7549957	43D4	gpos100
2R	7549957	7556439	43D5	gpos100
2R	7556439	7563981	43D6	gpos100
2R	7563981	7571522	43D7	gpos100
2R	7571522	7585427	43E1	gpos100
2R	7585427	7586606	43E2	gpos100
2R	7586606	7600982	43E3	gpos100
2R	7600982	7617621	43E4	gpos100
2R	7617621	7627425	43E5	gpos100
2R	7627425	7648579	43E6	gpos100
2R	7648579	7657575	43E7	gpos100
2R	7657575	7663873	43E8	gpos100
2R	7663873	7685857	43E9	gpos100
2R	7685857	7687263	43E10	gpos100
2R	7687263	7704412	43E11	gpos100
2R	7704412	7718806	43E12	gpos100
2R	7718806	7748278	43E13	gpos100
2R	7748278	7756729	43E14	gpos100
2R	7756729	7776045	43E15	gpos100
2R	7776045	7791739	43E16	gpos100
2R	7791739	7803811	43E17	gpos100
2R	7803811	7861513	43E18	gpos100
2R	7861513	7920028	43F1	gpos100
2R	7920028	7935196	43F2	gpos100
2R	7935196	7938792	43F3	gpos100
2R	7938792	7942388	43F4	gpos100
2R	7942388	7947525	43F5	gpos100
2R	7947525	7955744	43F6	gpos100
2R	7955744	7959340	43F7	gpos100
2R	7959340	7964477	43F8	gpos100
2R	7964477	7972697	43F9	gpos100
2R	7972697	7979375	44A1	gpos100
2R	7979375	8025011	44A2	gpos100
2R	8025011	8044258	44A3	gpos100
2R	8044258	8111450	44A4	gpos100
2R	8111450	8111460	44A5	gpos100
2R	8111460	8111470	44A6	gpos100
2R	8111470	8111480	44A7	gpos100
2R	8111480	8111490	44A8	gpos100
2R	8111490	8113584	44B1	gpos100
2R	8113584	8123722	44B2	gpos100
2R	8123722	8135800	44B3	gpos100
2R	8135800	8144037	44B4	gpos100
2R	8144037	8159521	44B5	gpos100
2R	8159521	8159807	44B6	gpos100
2R	8159807	8169078	44B7	gpos100
2R	8169078	8176610	44B8	gpos100
2R	8176610	8185881	44B9	gpos100
2R	8185881	8210543	44C1	gpos100
2R	8210543	8257483	44C2	gpos100
2R	8257483	8284143	44C3	gpos100
2R	8284143	8397613	44C4	gpos100
2R	8397613	8401779	44C5	gpos100
2R	8401779	8436436	44C6	gpos100
2R	8436436	8495254	44D1	gpos100
2R	8495254	8562070	44D2	gpos100
2R	8562070	8588730	44D3	gpos100
2R	8588730	8623387	44D4	gpos100
2R	8623387	8658045	44D5	gpos100
2R	8658045	8658055	44D6	gpos100
2R	8658055	8658065	44D7	gpos100
2R	8658065	8660244	44D8	gpos100
2R	8660244	8676590	44E1	gpos100
2R	8676590	8719669	44E2	gpos100
2R	8719669	8741865	44E3	gpos100
2R	8741865	8783086	44E4	gpos100
2R	8783086	8862556	44F1	gpos100
2R	8862556	8889250	44F2	gpos100
2R	8889250	8902430	44F3	gpos100
2R	8902430	8902440	44F4	gpos100
2R	8902440	8907761	44F5	gpos100
2R	8907761	8915699	44F6	gpos100
2R	8915699	8923637	44F7	gpos100
2R	8923637	8929194	44F8	gpos100
2R	8929194	8946211	44F9	gpos100
2R	8946211	8947451	44F10	gpos100
2R	8947451	8953008	44F11	gpos100
2R	8953008	8985487	44F12	gpos100
2R	8985487	9087854	45A1	gpos100
2R	9087854	9095737	45A2	gpos100
2R	9095737	9100382	45A3	gpos100
2R	9100382	9105876	45A4	gpos100
2R	9105876	9106435	45A5	gpos100
2R	9106435	9107841	45A6	gpos100
2R	9107841	9113335	45A7	gpos100
2R	9113335	9120393	45A8	gpos100
2R	9120393	9125300	45A9	gpos100
2R	9125300	9132311	45A10	gpos100
2R	9132311	9141425	45A11	gpos100
2R	9141425	9146333	45A12	gpos100
2R	9146333	9153344	45A13	gpos100
2R	9153344	9174727	45B1	gpos100
2R	9174727	9184641	45B2	gpos100
2R	9184641	9204660	45B3	gpos100
2R	9204660	9213418	45B4	gpos100
2R	9213418	9218345	45B5	gpos100
2R	9218345	9227103	45B6	gpos100
2R	9227103	9246340	45B7	gpos100
2R	9246340	9248295	45B8	gpos100
2R	9248295	9250250	45B9	gpos100
2R	9250250	9288411	45C1	gpos100
2R	9288411	9288421	45C2	gpos100
2R	9288421	9288431	45C3	gpos100
2R	9288431	9299982	45C4	gpos100
2R	9299982	9310590	45C5	gpos100
2R	9310590	9321197	45C6	gpos100
2R	9321197	9339950	45C7	gpos100
2R	9339950	9342318	45C8	gpos100
2R	9342318	9344686	45C9	gpos100
2R	9344686	9395452	45D1	gpos100
2R	9395452	9397819	45D2	gpos100
2R	9397819	9403786	45D3	gpos100
2R	9403786	9414394	45D4	gpos100
2R	9414394	9428698	45D5	gpos100
2R	9428698	9433387	45D6	gpos100
2R	9433387	9435598	45D7	gpos100
2R	9435598	9459041	45D8	gpos100
2R	9459041	9461252	45D9	gpos100
2R	9461252	9465233	45D10	gpos100
2R	9465233	9512649	45E1	gpos100
2R	9512649	9514861	45E2	gpos100
2R	9514861	9524769	45E3	gpos100
2R	9524769	9534677	45E4	gpos100
2R	9534677	9569266	45F1	gpos100
2R	9569266	9569276	45F2	gpos100
2R	9569276	9572755	45F3	gpos100
2R	9572755	9584296	45F4	gpos100
2R	9584296	9592645	45F5	gpos100
2R	9592645	9613601	45F6	gpos100
2R	9613601	9615731	45F7	gpos100
2R	9615731	9637538	45F8	gpos100
2R	9637538	9711992	46A1	gpos100
2R	9711992	9712002	46A2	gpos100
2R	9712002	9712012	46A3	gpos100
2R	9712012	9712022	46A4	gpos100
2R	9712022	9718056	46B1	gpos100
2R	9718056	9781505	46B2	gpos100
2R	9781505	9802451	46B3	gpos100
2R	9802451	9868284	46B4	gpos100
2R	9868284	9868294	46B5	gpos100
2R	9868294	9868304	46B6	gpos100
2R	9868304	9868314	46B7	gpos100
2R	9868314	9868324	46B8	gpos100
2R	9868324	9868334	46B9	gpos100
2R	9868334	9868344	46B10	gpos100
2R	9868344	9868354	46B11	gpos100
2R	9868354	9868364	46B12	gpos100
2R	9868364	9868947	46B13	gpos100
2R	9868947	9869622	46B14	gpos100
2R	9869622	9880181	46C1	gpos100
2R	9880181	9895336	46C2	gpos100
2R	9895336	9897752	46C3	gpos100
2R	9897752	9917849	46C4	gpos100
2R	9917849	9933309	46C5	gpos100
2R	9933309	9958044	46C6	gpos100
2R	9958044	9964132	46C7	gpos100
2R	9964132	9970138	46C8	gpos100
2R	9970138	9972856	46C9	gpos100
2R	9972856	9985584	46C10	gpos100
2R	9985584	9986663	46C11	gpos100
2R	9986663	9988605	46C12	gpos100
2R	9988605	10005475	46D1	gpos100
2R	10005475	10008744	46D2	gpos100
2R	10008744	10014756	46D3	gpos100
2R	10014756	10027960	46D4	gpos100
2R	10027960	10029302	46D5	gpos100
2R	10029302	10032684	46D6	gpos100
2R	10032684	10048519	46D7	gpos100
2R	10048519	10049861	46D8	gpos100
2R	10049861	10061025	46D9	gpos100
2R	10061025	10079437	46E1	gpos100
2R	10079437	10080779	46E2	gpos100
2R	10080779	10086790	46E3	gpos100
2R	10086790	10097419	46E4	gpos100
2R	10097419	10098760	46E5	gpos100
2R	10098760	10106812	46E6	gpos100
2R	10106812	10108154	46E7	gpos100
2R	10108154	10110406	46E8	gpos100
2R	10110406	10111219	46E9	gpos100
2R	10111219	10125492	46F1	gpos100
2R	10125492	10143787	46F2	gpos100
2R	10143787	10166222	46F3	gpos100
2R	10166222	10188658	46F4	gpos100
2R	10188658	10211094	46F5	gpos100
2R	10211094	10227699	46F6	gpos100
2R	10227699	10248136	46F7	gpos100
2R	10248136	10253165	46F8	gpos100
2R	10253165	10288212	46F9	gpos100
2R	10288212	10290208	46F10	gpos100
2R	10290208	10293800	46F11	gpos100
2R	10293800	10337388	47A1	gpos100
2R	10337388	10380977	47A2	gpos100
2R	10380977	10393750	47A3	gpos100
2R	10393750	10398779	47A4	gpos100
2R	10398779	10402531	47A5	gpos100
2R	10402531	10411472	47A6	gpos100
2R	10411472	10450430	47A7	gpos100
2R	10450430	10452426	47A8	gpos100
2R	10452426	10472863	47A9	gpos100
2R	10472863	10477893	47A10	gpos100
2R	10477893	10539922	47A11	gpos100
2R	10539922	10541918	47A12	gpos100
2R	10541918	10596284	47A13	gpos100
2R	10596284	10601269	47A14	gpos100
2R	10601269	10609816	47A15	gpos100
2R	10609816	10611911	47A16	gpos100
2R	10611911	10648698	47B1	gpos100
2R	10648698	10650793	47B2	gpos100
2R	10650793	10656072	47B3	gpos100
2R	10656072	10700987	47B4	gpos100
2R	10700987	10703082	47B5	gpos100
2R	10703082	10708362	47B6	gpos100
2R	10708362	10733082	47B7	gpos100
2R	10733082	10735177	47B8	gpos100
2R	10735177	10744562	47B9	gpos100
2R	10744562	10749841	47B10	gpos100
2R	10749841	10767271	47B11	gpos100
2R	10767271	10780678	47B12	gpos100
2R	10780678	10797270	47B13	gpos100
2R	10797270	10799365	47B14	gpos100
2R	10799365	10832130	47C1	gpos100
2R	10832130	10836113	47C2	gpos100
2R	10836113	10867969	47C3	gpos100
2R	10867969	10870291	47C4	gpos100
2R	10870291	10894067	47C5	gpos100
2R	10894067	10938109	47C6	gpos100
2R	10938109	10977100	47C7	gpos100
2R	10977100	11066047	47D1	gpos100
2R	11066047	11069855	47D2	gpos100
2R	11069855	11101535	47D3	gpos100
2R	11101535	11133215	47D4	gpos100
2R	11133215	11164895	47D5	gpos100
2R	11164895	11203886	47D6	gpos100
2R	11203886	11220944	47D7	gpos100
2R	11220944	11220954	47D8	gpos100
2R	11220954	11251544	47E1	gpos100
2R	11251544	11251554	47E2	gpos100
2R	11251554	11260069	47E3	gpos100
2R	11260069	11269052	47E4	gpos100
2R	11269052	11280730	47E5	gpos100
2R	11280730	11287018	47E6	gpos100
2R	11287018	11325252	47F1	gpos100
2R	11325252	11333506	47F2	gpos100
2R	11333506	11341967	47F3	gpos100
2R	11341967	11354055	47F4	gpos100
2R	11354055	11365387	47F5	gpos100
2R	11365387	11367276	47F6	gpos100
2R	11367276	11382235	47F7	gpos100
2R	11382235	11398478	47F8	gpos100
2R	11398478	11404326	47F9	gpos100
2R	11404326	11409731	47F10	gpos100
2R	11409731	11435040	47F11	gpos100
2R	11435040	11437185	47F12	gpos100
2R	11437185	11462494	47F13	gpos100
2R	11462494	11464639	47F14	gpos100
2R	11464639	11494066	47F15	gpos100
2R	11494066	11496211	47F16	gpos100
2R	11496211	11525638	47F17	gpos100
2R	11525638	11527782	47F18	gpos100
2R	11527782	11577886	48A1	gpos100
2R	11577886	11580031	48A2	gpos100
2R	11580031	11626016	48A3	gpos100
2R	11626016	11628160	48A4	gpos100
2R	11628160	11631040	48A5	gpos100
2R	11631040	11631875	48A6	gpos100
2R	11631875	11640422	48B1	gpos100
2R	11640422	11648963	48B2	gpos100
2R	11648963	11651065	48B3	gpos100
2R	11651065	11654801	48B4	gpos100
2R	11654801	11661741	48B5	gpos100
2R	11661741	11670282	48B6	gpos100
2R	11670282	11675620	48B7	gpos100
2R	11675620	11677455	48B8	gpos100
2R	11677455	11690833	48C1	gpos100
2R	11690833	11785005	48C2	gpos100
2R	11785005	11811307	48C3	gpos100
2R	11811307	11848882	48C4	gpos100
2R	11848882	11909002	48C5	gpos100
2R	11909002	11909012	48C6	gpos100
2R	11909012	11909022	48C7	gpos100
2R	11909022	11909032	48C8	gpos100
2R	11909032	11909042	48D1	gpos100
2R	11909042	11932383	48D2	gpos100
2R	11932383	11955049	48D3	gpos100
2R	11955049	11963974	48D4	gpos100
2R	11963974	12000241	48D5	gpos100
2R	12000241	12016108	48D6	gpos100
2R	12016108	12031975	48D7	gpos100
2R	12031975	12068241	48D8	gpos100
2R	12068241	12104508	48E1	gpos100
2R	12104508	12147988	48E2	gpos100
2R	12147988	12155562	48E3	gpos100
2R	12155562	12179367	48E4	gpos100
2R	12179367	12179377	48E5	gpos100
2R	12179377	12184271	48E6	gpos100
2R	12184271	12191940	48E7	gpos100
2R	12191940	12199609	48E8	gpos100
2R	12199609	12207277	48E9	gpos100
2R	12207277	12230764	48E10	gpos100
2R	12230764	12232475	48E11	gpos100
2R	12232475	12240144	48E12	gpos100
2R	12240144	12276846	48F1	gpos100
2R	12276846	12276856	48F2	gpos100
2R	12276856	12276866	48F3	gpos100
2R	12276866	12276876	48F4	gpos100
2R	12276876	12276886	48F5	gpos100
2R	12276886	12309792	48F6	gpos100
2R	12309792	12321401	48F7	gpos100
2R	12321401	12331551	48F8	gpos100
2R	12331551	12333589	48F9	gpos100
2R	12333589	12339994	48F10	gpos100
2R	12339994	12345603	48F11	gpos100
2R	12345603	12386770	49A1	gpos100
2R	12386770	12406072	49A2	gpos100
2R	12406072	12418136	49A3	gpos100
2R	12418136	12433065	49A4	gpos100
2R	12433065	12434950	49A5	gpos100
2R	12434950	12457192	49A6	gpos100
2R	12457192	12480189	49A7	gpos100
2R	12480189	12482074	49A8	gpos100
2R	12482074	12501376	49A9	gpos100
2R	12501376	12530857	49A10	gpos100
2R	12530857	12530867	49A11	gpos100
2R	12530867	12530877	49A12	gpos100
2R	12530877	12530887	49A13	gpos100
2R	12530887	12530897	49B1	gpos100
2R	12530897	12539888	49B2	gpos100
2R	12539888	12565836	49B3	gpos100
2R	12565836	12567495	49B4	gpos100
2R	12567495	12578112	49B5	gpos100
2R	12578112	12582293	49B6	gpos100
2R	12582293	12599282	49B7	gpos100
2R	12599282	12619522	49B8	gpos100
2R	12619522	12626955	49B9	gpos100
2R	12626955	12643280	49B10	gpos100
2R	12643280	12667310	49B11	gpos100
2R	12667310	12690972	49B12	gpos100
2R	12690972	12736589	49C1	gpos100
2R	12736589	12760250	49C2	gpos100
2R	12760250	12800407	49C3	gpos100
2R	12800407	12800417	49C4	gpos100
2R	12800417	12800427	49D1	gpos100
2R	12800427	12800437	49D2	gpos100
2R	12800437	12825912	49D3	gpos100
2R	12825912	12859461	49D4	gpos100
2R	12859461	12863697	49D5	gpos100
2R	12863697	12880026	49D6	gpos100
2R	12880026	12883886	49D7	gpos100
2R	12883886	12944265	49E1	gpos100
2R	12944265	12944275	49E2	gpos100
2R	12944275	12946149	49E3	gpos100
2R	12946149	12959255	49E4	gpos100
2R	12959255	12964416	49E5	gpos100
2R	12964416	12985385	49E6	gpos100
2R	12985385	13024826	49E7	gpos100
2R	13024826	13086607	49F1	gpos100
2R	13086607	13133598	49F2	gpos100
2R	13133598	13150853	49F3	gpos100
2R	13150853	13181359	49F4	gpos100
2R	13181359	13181369	49F5	gpos100
2R	13181369	13182825	49F6	gpos100
2R	13182825	13204129	49F7	gpos100
2R	13204129	13207134	49F8	gpos100
2R	13207134	13214121	49F9	gpos100
2R	13214121	13224103	49F10	gpos100
2R	13224103	13239470	49F11	gpos100
2R	13239470	13241999	49F12	gpos100
2R	13241999	13262028	49F13	gpos100
2R	13262028	13264557	49F14	gpos100
2R	13264557	13275886	49F15	gpos100
2R	13275886	13330105	50A1	gpos100
2R	13330105	13332634	50A2	gpos100
2R	13332634	13401521	50A3	gpos100
2R	13401521	13404049	50A4	gpos100
2R	13404049	13415379	50A5	gpos100
2R	13415379	13421752	50A6	gpos100
2R	13421752	13433081	50A7	gpos100
2R	13433081	13444410	50A8	gpos100
2R	13444410	13474251	50A9	gpos100
2R	13474251	13476780	50A10	gpos100
2R	13476780	13491953	50A11	gpos100
2R	13491953	13494482	50A12	gpos100
2R	13494482	13505811	50A13	gpos100
2R	13505811	13517109	50A14	gpos100
2R	13517109	13523466	50A15	gpos100
2R	13523466	13559085	50B1	gpos100
2R	13559085	13575230	50B2	gpos100
2R	13575230	13586531	50B3	gpos100
2R	13586531	13597832	50B4	gpos100
2R	13597832	13609133	50B5	gpos100
2R	13609133	13633955	50B6	gpos100
2R	13633955	13636478	50B7	gpos100
2R	13636478	13652622	50B8	gpos100
2R	13652622	13663923	50B9	gpos100
2R	13663923	13689755	50C1	gpos100
2R	13689755	13715586	50C2	gpos100
2R	13715586	13774513	50C3	gpos100
2R	13774513	13777036	50C4	gpos100
2R	13777036	13811129	50C5	gpos100
2R	13811129	13868901	50C6	gpos100
2R	13868901	13872595	50C7	gpos100
2R	13872595	13881904	50C8	gpos100
2R	13881904	13954008	50C9	gpos100
2R	13954008	13954018	50C10	gpos100
2R	13954018	13954028	50C11	gpos100
2R	13954028	13954038	50C12	gpos100
2R	13954038	13954048	50C13	gpos100
2R	13954048	13954058	50C14	gpos100
2R	13954058	13954068	50C15	gpos100
2R	13954068	13956956	50C16	gpos100
2R	13956956	13960010	50C17	gpos100
2R	13960010	13963064	50C18	gpos100
2R	13963064	13965029	50C19	gpos100
2R	13965029	13971302	50C20	gpos100
2R	13971302	13971759	50C21	gpos100
2R	13971759	13973807	50C22	gpos100
2R	13973807	13994731	50C23	gpos100
2R	13994731	14022736	50D1	gpos100
2R	14022736	14046940	50D2	gpos100
2R	14046940	14063309	50D3	gpos100
2R	14063309	14079678	50D4	gpos100
2R	14079678	14096047	50D5	gpos100
2R	14096047	14112417	50D6	gpos100
2R	14112417	14135801	50D7	gpos100
2R	14135801	14185932	50E1	gpos100
2R	14185932	14189586	50E2	gpos100
2R	14189586	14198794	50E3	gpos100
2R	14198794	14241909	50E4	gpos100
2R	14241909	14245563	50E5	gpos100
2R	14245563	14288678	50E6	gpos100
2R	14288678	14288688	50E7	gpos100
2R	14288688	14288698	50E8	gpos100
2R	14288698	14289891	50E9	gpos100
2R	14289891	14316973	50F1	gpos100
2R	14316973	14318704	50F2	gpos100
2R	14318704	14323068	50F3	gpos100
2R	14323068	14346825	50F4	gpos100
2R	14346825	14348557	50F5	gpos100
2R	14348557	14375638	50F6	gpos100
2R	14375638	14377370	50F7	gpos100
2R	14377370	14385127	50F8	gpos100
2R	14385127	14389491	50F9	gpos100
2R	14389491	14410616	51A1	gpos100
2R	14410616	14445271	51A2	gpos100
2R	14445271	14457997	51A3	gpos100
2R	14457997	14503561	51A4	gpos100
2R	14503561	14509675	51A5	gpos100
2R	14509675	14524033	51A6	gpos100
2R	14524033	14533007	51A7	gpos100
2R	14533007	14547366	51A8	gpos100
2R	14547366	14577429	51B1	gpos100
2R	14577429	14578831	51B2	gpos100
2R	14578831	14582364	51B3	gpos100
2R	14582364	14598910	51B4	gpos100
2R	14598910	14600312	51B5	gpos100
2R	14600312	14635394	51B6	gpos100
2R	14635394	14657299	51B7	gpos100
2R	14657299	14660065	51B8	gpos100
2R	14660065	14672455	51B9	gpos100
2R	14672455	14684846	51B10	gpos100
2R	14684846	14707858	51B11	gpos100
2R	14707858	14752221	51C1	gpos100
2R	14752221	14796262	51C2	gpos100
2R	14796262	14808562	51C3	gpos100
2R	14808562	14835580	51C4	gpos100
2R	14835580	14862487	51C5	gpos100
2R	14862487	14865233	51C6	gpos100
2R	14865233	14872152	51C7	gpos100
2R	14872152	14894996	51D1	gpos100
2R	14894996	14928493	51D2	gpos100
2R	14928493	14935412	51D3	gpos100
2R	14935412	14942331	51D4	gpos100
2R	14942331	14954632	51D5	gpos100
2R	14954632	14982748	51D6	gpos100
2R	14982748	15010863	51D7	gpos100
2R	15010863	15044360	51D8	gpos100
2R	15044360	15061933	51D9	gpos100
2R	15061933	15068852	51D10	gpos100
2R	15068852	15081152	51D11	gpos100
2R	15081152	15093453	51D12	gpos100
2R	15093453	15126950	51E1	gpos100
2R	15126950	15155146	51E2	gpos100
2R	15155146	15167576	51E3	gpos100
2R	15167576	15176278	51E4	gpos100
2R	15176278	15206655	51E5	gpos100
2R	15206655	15208597	51E6	gpos100
2R	15208597	15224756	51E7	gpos100
2R	15224756	15229651	51E8	gpos100
2R	15229651	15238352	51E9	gpos100
2R	15238352	15258241	51E10	gpos100
2R	15258241	15265242	51E11	gpos100
2R	15265242	15292008	51F1	gpos100
2R	15292008	15293719	51F2	gpos100
2R	15293719	15298031	51F3	gpos100
2R	15298031	15315555	51F4	gpos100
2R	15315555	15319868	51F5	gpos100
2R	15319868	15327535	51F6	gpos100
2R	15327535	15341088	51F7	gpos100
2R	15341088	15342800	51F8	gpos100
2R	15342800	15362993	51F9	gpos100
2R	15362993	15364705	51F10	gpos100
2R	15364705	15385583	51F11	gpos100
2R	15385583	15397913	51F12	gpos100
2R	15397913	15402599	51F13	gpos100
2R	15402599	15432425	52A1	gpos100
2R	15432425	15458680	52A2	gpos100
2R	15458680	15463366	52A3	gpos100
2R	15463366	15486052	52A4	gpos100
2R	15486052	15494382	52A5	gpos100
2R	15494382	15517068	52A6	gpos100
2R	15517068	15518927	52A7	gpos100
2R	15518927	15527257	52A8	gpos100
2R	15527257	15531943	52A9	gpos100
2R	15531943	15553885	52A10	gpos100
2R	15553885	15562398	52A11	gpos100
2R	15562398	15565126	52A12	gpos100
2R	15565126	15576257	52A13	gpos100
2R	15576257	15578985	52A14	gpos100
2R	15578985	15612267	52B1	gpos100
2R	15612267	15645550	52B2	gpos100
2R	15645550	15663010	52B3	gpos100
2R	15663010	15675231	52B4	gpos100
2R	15675231	15687453	52B5	gpos100
2R	15687453	15710151	52C1	gpos100
2R	15710151	15748671	52C2	gpos100
2R	15748671	15760893	52C3	gpos100
2R	15760893	15778353	52C4	gpos100
2R	15778353	15801050	52C5	gpos100
2R	15801050	15813272	52C6	gpos100
2R	15813272	15835970	52C7	gpos100
2R	15835970	15869252	52C8	gpos100
2R	15869252	15890253	52C9	gpos100
2R	15890253	15922087	52D1	gpos100
2R	15922087	15937571	52D2	gpos100
2R	15937571	15944346	52D3	gpos100
2R	15944346	15948156	52D4	gpos100
2R	15948156	15954931	52D5	gpos100
2R	15954931	15958741	52D6	gpos100
2R	15958741	15971322	52D7	gpos100
2R	15971322	15975133	52D8	gpos100
2R	15975133	15992976	52D9	gpos100
2R	15992976	15994489	52D10	gpos100
2R	15994489	16001263	52D11	gpos100
2R	16001263	16009824	52D12	gpos100
2R	16009824	16014639	52D13	gpos100
2R	16014639	16026869	52D14	gpos100
2R	16026869	16042767	52D15	gpos100
2R	16042767	16072654	52E1	gpos100
2R	16072654	16082355	52E2	gpos100
2R	16082355	16095110	52E3	gpos100
2R	16095110	16102285	52E4	gpos100
2R	16102285	16124835	52E5	gpos100
2R	16124835	16127682	52E6	gpos100
2R	16127682	16140437	52E7	gpos100
2R	16140437	16140447	52E8	gpos100
2R	16140447	16140457	52E9	gpos100
2R	16140457	16142428	52E10	gpos100
