chrom	chromStart	chromEnd	name	gieStain
chrX	18788166	18803707		17D6
chrX	18803707	18857960		17E1
chrX	18857960	18857970		17E2
chrX	18857970	18857980		17E3
chrX	18857980	18857990		17E4
chrX	18857990	18858000		17E5
chrX	18858000	18858010		17E6
chrX	18858010	18858020		17E7
chrX	18858020	18858030		17E8
chrX	18858030	18858040		17E9
chrX	18858040	18869345		17F1
chrX	18869345	18910754		17F2
chrX	18910754	18936074		17F3
chrX	18936074	19005026		18A1
chrX	19005026	19073978		18A2
chrX	19073978	19153782		18A3
chrX	19153782	19174580		18A4
chrX	19174580	19184006		18A5
chrX	19184006	19190605		18A6
chrX	19190605	19200032		18A7
chrX	19200032	19220240		18B1
chrX	19220240	19221713		18B2
chrX	19221713	19231140		18B3
chrX	19231140	19246222		18B4
chrX	19246222	19249934		18B5
chrX	19249934	19262189		18B6
chrX	19262189	19274443		18B7
chrX	19274443	19278155		18B8
chrX	19278155	19284754		18B9
chrX	19284754	19291353		18B10
chrX	19291353	19295064		18B11
chrX	19295064	19310147		18C1
chrX	19310147	19342711		18C2
chrX	19342711	19429338		18C3
chrX	19429338	19432518		18C4
chrX	19432518	19440532		18C5
chrX	19440532	19466991		18C6
chrX	19466991	19493450		18C7
chrX	19493450	19555526		18C8
chrX	19555526	19555536		18C9
chrX	19555536	19570917		18D1
chrX	19570917	19573161		18D2
chrX	19573161	19616961		18D3
chrX	19616961	19616971		18D4
chrX	19616971	19616981		18D5
chrX	19616981	19617184		18D6
chrX	19617184	19625608		18D7
chrX	19625608	19634033		18D8
chrX	19634033	19634043		18D9
chrX	19634043	19637550		18D10
chrX	19637550	19644112		18D11
chrX	19644112	19649160		18D12
chrX	19649160	19676126		18D13
chrX	19676126	19704229		18E1
chrX	19704229	19706610		18E2
chrX	19706610	19730045		18E3
chrX	19730045	19732427		18E4
chrX	19732427	19747669		18E5
chrX	19747669	19781298		18F1
chrX	19781298	19835953		18F2
chrX	19835953	19851510		18F3
chrX	19851510	19887071		18F4
chrX	19887071	19887081		18F5
chrX	19887081	19887091		19A1
chrX	19887091	19922096		19A2
chrX	19922096	19976855		19A3
chrX	19976855	20031614		19A4
chrX	20031614	20046908		19A5
chrX	20046908	20068757		19A6
chrX	20068757	20128705		19B1
chrX	20128705	20132119		19B2
chrX	20132119	20160523		19B3
chrX	20160523	20302879		19C1
chrX	20302879	20306293		19C2
chrX	20306293	20321587		19C3
chrX	20321587	20369792		19C4
chrX	20369792	20391641		19C5
chrX	20391641	20413490		19C6
chrX	20413490	20481495		19D1
chrX	20481495	20558345		19D2
chrX	20558345	20604985		19D3
chrX	20604985	20684138		19E1
chrX	20684138	20763291		19E2
chrX	20763291	20842444		19E3
chrX	20842444	20921597		19E4
chrX	20921597	20978999		19E5
chrX	20978999	21014876		19E6
chrX	21014876	21081024		19E7
chrX	21081024	21086629		19E8
chrX	21086629	21176545		19F1
chrX	21176545	21266461		19F2
chrX	21266461	21313101		19F3
chrX	21313101	21338215		19F4
chrX	21338215	21363329		19F5
chrX	21363329	21377455		19F6
chrX	21377455	21530155		20A1
chrX	21530155	21535761		20A2
chrX	21535761	21582401		20A3
chrX	21582401	21629040		20A4
chrX	21629040	21675680		20A5
chrX	21675680	22371346		
chrX	22371346	22545569		
chrX	22545569	22551175		
chrX	22551175	22597814		
chrX	22597814	22657235		
chrX	22657235	22716656		
chrX	22716656	22776077		
chrX	22776077	22835497		
chrX	22835497	22894918		
chrX	22894918	22954339		
chrX	22954339	23013760		
chrX	23013760	23542271		
chrY	0	3667352		
chr2L	0	22221		
chr2L	22221	98619		
chr2L	98619	134010		
chr2L	134010	161234		
chr2L	161234	213130		
chr2L	213130	256688		
chr2L	256688	267408		
chr2L	267408	294632		
chr2L	294632	324485		
chr2L	324485	390347		
chr2L	390347	456209		
chr2L	456209	456219		
chr2L	456219	456229		
chr2L	456229	456239		
chr2L	456239	456249		
chr2L	456249	458430		
chr2L	458430	464653		
chr2L	464653	482425		
chr2L	482425	500197		
chr2L	500197	510759		
chr2L	510759	518418		
chr2L	518418	533318		
chr2L	533318	987803		
chr2L	987803	1048634		
chr2L	1048634	1086654		
chr2L	1086654	1170535		
chr2L	1170535	1224563		
chr2L	1224563	1277401		
chr2L	1277401	1326937		
chr2L	1326937	1428804		
chr2L	1428804	1530671		
chr2L	1530671	1644731		
chr2L	1644731	1644741		
chr2L	1644741	1654988		
chr2L	1654988	1667727		
chr2L	1667727	1687818		
chr2L	1687818	1698637		
chr2L	1698637	1737370		
chr2L	1737370	1802684		
chr2L	1802684	1852361		
chr2L	1852361	1902039		
chr2L	1902039	1920281		
chr2L	1920281	1954160		
chr2L	1954160	1964421		
chr2L	1964421	2014098		
chr2L	2014098	2027808		
chr2L	2027808	2061629		
chr2L	2061629	2090832		
chr2L	2090832	2132199		
chr2L	2132199	2204105		
chr2L	2204105	2204115		
chr2L	2204115	2204125		
chr2L	2204125	2234802		
chr2L	2234802	2261169		
chr2L	2261169	2298835		
chr2L	2298835	2425019		
chr2L	2425019	2425029		
chr2L	2425029	2425039		
chr2L	2425039	2425049		
chr2L	2425049	2432797		
chr2L	2432797	2458422		
chr2L	2458422	2492448		
chr2L	2492448	2564558		
chr2L	2564558	2642867		
chr2L	2642867	2721176		
chr2L	2721176	2761795		
chr2L	2761795	2762015		
chr2L	2762015	2774487		
chr2L	2774487	2786959		
chr2L	2786959	2790737		
chr2L	2790737	2809025		
chr2L	2809025	2827313		
chr2L	2827313	2839785		
chr2L	2839785	2846501		
chr2L	2846501	2856095		
chr2L	2856095	2864302		
chr2L	2864302	2870047		
chr2L	2870047	2875792		
chr2L	2875792	2888923		
chr2L	2888923	2946983		
chr2L	2946983	2972384		
chr2L	2972384	3030443		
chr2L	3030443	3066730		
chr2L	3066730	3124790		
chr2L	3124790	3145048		
chr2L	3145048	3161507		
chr2L	3161507	3186062		
chr2L	3186062	3202164		
chr2L	3202164	3218266		
chr2L	3218266	3295327		
chr2L	3295327	3298921		
chr2L	3298921	3321924		
chr2L	3321924	3344927		
chr2L	3344927	3361029		
chr2L	3361029	3370087		
chr2L	3370087	3440247		
chr2L	3440247	3443841		
chr2L	3443841	3486253		
chr2L	3486253	3486263		
chr2L	3486263	3486273		
chr2L	3486273	3526909		
chr2L	3526909	3619317		
chr2L	3619317	3636539		
chr2L	3636539	3648283		
chr2L	3648283	3660028		
chr2L	3660028	3666352		
chr2L	3666352	3693907		
chr2L	3693907	3695319		
chr2L	3695319	3698876		
chr2L	3698876	3726431		
chr2L	3726431	3750533		
chr2L	3750533	3780679		
chr2L	3780679	3789809		
chr2L	3789809	3819955		
chr2L	3819955	3829085		
chr2L	3829085	3859230		
chr2L	3859230	3896332		
chr2L	3896332	3912565		
chr2L	3912565	3956768		
chr2L	3956768	4000971		
chr2L	4000971	4024160		
chr2L	4024160	4073079		
chr2L	4073079	4113515		
chr2L	4113515	4153950		
chr2L	4153950	4185054		
chr2L	4185054	4225489		
chr2L	4225489	4376539		
chr2L	4376539	4376549		
chr2L	4376549	4376559		
chr2L	4376559	4388970		
chr2L	4388970	4397910		
chr2L	4397910	4417635		
chr2L	4417635	4448498		
chr2L	4448498	4464159		
chr2L	4464159	4479821		
chr2L	4479821	4485987		
chr2L	4485987	4506347		
chr2L	4506347	4526707		
chr2L	4526707	4537964		
chr2L	4537964	4614998		
chr2L	4614998	4673141		
chr2L	4673141	4731284		
chr2L	4731284	4780031		
chr2L	4780031	4790994		
chr2L	4790994	4816052		
chr2L	4816052	4827015		
chr2L	4827015	4842676		
chr2L	4842676	4899841		
chr2L	4899841	4905152		
chr2L	4905152	4932619		
chr2L	4932619	4960086		
chr2L	4960086	4982402		
chr2L	4982402	4982412		
chr2L	4982412	4982422		
chr2L	4982422	4982432		
chr2L	4982432	4994196		
chr2L	4994196	5006014		
chr2L	5006014	5049149		
chr2L	5049149	5049825		
chr2L	5049825	5064389		
chr2L	5064389	5078952		
chr2L	5078952	5093516		
chr2L	5093516	5111649		
chr2L	5111649	5133967		
chr2L	5133967	5164742		
chr2L	5164742	5195516		
chr2L	5195516	5213649		
chr2L	5213649	5240239		
chr2L	5240239	5273491		
chr2L	5273491	5285701		
chr2L	5285701	5303145		
chr2L	5303145	5320589		
chr2L	5320589	5362864		
chr2L	5362864	5372874		
chr2L	5372874	5421339		
chr2L	5421339	5477431		
chr2L	5477431	5495228		
chr2L	5495228	5513025		
chr2L	5513025	5538449		
chr2L	5538449	5572913		
chr2L	5572913	5631715		
chr2L	5631715	5682521		
chr2L	5682521	5725165		
chr2L	5725165	5798832		
chr2L	5798832	5831061		
chr2L	5831061	5932640		
chr2L	5932640	5942497		
chr2L	5942497	5960484		
chr2L	5960484	5968636		
chr2L	5968636	5979234		
chr2L	5979234	5979590		
chr2L	5979590	5979698		
chr2L	5979698	5979890		
chr2L	5979890	5980164		
chr2L	5980164	5981001		
chr2L	5981001	6018789		
chr2L	6018789	6056899		
chr2L	6056899	6080719		
chr2L	6080719	6110195		
chr2L	6110195	6113916		
chr2L	6113916	6130590		
chr2L	6130590	6154409		
chr2L	6154409	6178228		
chr2L	6178228	6194901		
chr2L	6194901	6233012		
chr2L	6233012	6278417		
chr2L	6278417	6323822		
chr2L	6323822	6363576		
chr2L	6363576	6384431		
chr2L	6384431	6448037		
chr2L	6448037	6448047		
chr2L	6448047	6448057		
chr2L	6448057	6455070		
chr2L	6455070	6461743		
chr2L	6461743	6465497		
chr2L	6465497	6477889		
chr2L	6477889	6484562		
chr2L	6484562	6499666		
chr2L	6499666	6504882		
chr2L	6504882	6514155		
chr2L	6514155	6531376		
chr2L	6531376	6548598		
chr2L	6548598	6569793		
chr2L	6569793	6583040		
chr2L	6583040	6619386		
chr2L	6619386	6621456		
chr2L	6621456	6649854		
chr2L	6649854	6651924		
chr2L	6651924	6661197		
chr2L	6661197	6674444		
chr2L	6674444	6687691		
chr2L	6687691	6728922		
chr2L	6728922	6746143		
chr2L	6746143	6798469		
chr2L	6798469	6800539		
chr2L	6800539	6813786		
chr2L	6813786	6839038		
chr2L	6839038	6880269		
chr2L	6880269	6889264		
chr2L	6889264	6904649		
chr2L	6904649	6933568		
chr2L	6933568	6939661		
chr2L	6939661	6950229		
chr2L	6950229	6969857		
chr2L	6969857	6969867		
chr2L	6969867	6969877		
chr2L	6969877	6973359		
chr2L	6973359	6996526		
chr2L	6996526	7012040		
chr2L	7012040	7027554		
chr2L	7027554	7038414		
chr2L	7038414	7049273		
chr2L	7049273	7069441		
chr2L	7069441	7117728		
chr2L	7117728	7156609		
chr2L	7156609	7181431		
chr2L	7181431	7206253		
chr2L	7206253	7226421		
chr2L	7226421	7246589		
chr2L	7246589	7275192		
chr2L	7275192	7277616		
chr2L	7277616	7334242		
chr2L	7334242	7369686		
chr2L	7369686	7422270		
chr2L	7422270	7445275		
chr2L	7445275	7445285		
chr2L	7445285	7445295		
chr2L	7445295	7445305		
chr2L	7445305	7485292		
chr2L	7485292	7487228		
chr2L	7487228	7495902		
chr2L	7495902	7512009		
chr2L	7512009	7524400		
chr2L	7524400	7548020		
chr2L	7548020	7578299		
chr2L	7578299	7580235		
chr2L	7580235	7592626		
chr2L	7592626	7644956		
chr2L	7644956	7719532		
chr2L	7719532	7767141		
chr2L	7767141	7787970		
chr2L	7787970	7815866		
chr2L	7815866	7820516		
chr2L	7820516	7820526		
chr2L	7820526	7820536		
chr2L	7820536	7820546		
chr2L	7820546	7820556		
chr2L	7820556	7829302		
chr2L	7829302	7912688		
chr2L	7912688	8048738		
chr2L	8048738	8048748		
chr2L	8048748	8048758		
chr2L	8048758	8048768		
chr2L	8048768	8048778		
chr2L	8048778	8048788		
chr2L	8048788	8048798		
chr2L	8048798	8048808		
chr2L	8048808	8056361		
chr2L	8056361	8060238		
chr2L	8060238	8074119		
chr2L	8074119	8078995		
chr2L	8078995	8083671		
chr2L	8083671	8090529		
chr2L	8090529	8114481		
chr2L	8114481	8120218		
chr2L	8120218	8155827		
chr2L	8155827	8158104		
chr2L	8158104	8168304		
chr2L	8168304	8208284		
chr2L	8208284	8210561		
chr2L	8210561	8220761		
chr2L	8220761	8235332		
chr2L	8235332	8254275		
chr2L	8254275	8282052		
chr2L	8282052	8300970		
chr2L	8300970	8315525		
chr2L	8315525	8325714		
chr2L	8325714	8340270		
chr2L	8340270	8363559		
chr2L	8363559	8375066		
chr2L	8375066	8382259		
chr2L	8382259	8387293		
chr2L	8387293	8404869		
chr2L	8404869	8405993		
chr2L	8405993	8422378		
chr2L	8422378	8438367		
chr2L	8438367	8454356		
chr2L	8454356	8491870		
chr2L	8491870	8506397		
chr2L	8506397	8514336		
chr2L	8514336	8528450		
chr2L	8528450	8531210		
chr2L	8531210	8532762		
chr2L	8532762	8536704		
chr2L	8536704	8544219		
chr2L	8544219	8637546		
chr2L	8637546	8686504		
chr2L	8686504	8711541		
chr2L	8711541	8736577		
chr2L	8736577	8761614		
chr2L	8761614	8816851		
chr2L	8816851	8856909		
chr2L	8856909	8912146		
chr2L	8912146	8937183		
chr2L	8937183	8962220		
chr2L	8962220	8987256		
chr2L	8987256	9019804		
chr2L	9019804	9059863		
chr2L	9059863	9122611		
chr2L	9122611	9185359		
chr2L	9185359	9202884		
chr2L	9202884	9220410		
chr2L	9220410	9233750		
chr2L	9233750	9254801		
chr2L	9254801	9301244		
chr2L	9301244	9347687		
chr2L	9347687	9362423		
chr2L	9362423	9413865		
chr2L	9413865	9417155		
chr2L	9417155	9438205		
chr2L	9438205	9459256		
chr2L	9459256	9517014		
chr2L	9517014	9517024		
chr2L	9517024	9517034		
chr2L	9517034	9517044		
chr2L	9517044	9519663		
chr2L	9519663	9548855		
chr2L	9548855	9559859		
chr2L	9559859	9589828		
chr2L	9589828	9629228		
chr2L	9629228	9659196		
chr2L	9659196	9670201		
chr2L	9670201	9681206		
chr2L	9681206	9711174		
chr2L	9711174	9741915		
chr2L	9741915	9766831		
chr2L	9766831	9773464		
chr2L	9773464	9785847		
chr2L	9785847	9860918		
chr2L	9860918	9862853		
chr2L	9862853	9871521		
chr2L	9871521	9880189		
chr2L	9880189	9910450		
chr2L	9910450	9910460		
chr2L	9910460	9911998		
chr2L	9911998	9920729		
chr2L	9920729	9951990		
chr2L	9951990	9964463		
chr2L	9964463	9973195		
chr2L	9973195	9981926		
chr2L	9981926	10020749		
chr2L	10020749	10033194		
chr2L	10033194	10056945		
chr2L	10056945	10131554		
chr2L	10131554	10170693		
chr2L	10170693	10280527		
chr2L	10280527	10280537		
chr2L	10280537	10280547		
chr2L	10280547	10280557		
chr2L	10280557	10280567		
chr2L	10280567	10280577		
chr2L	10280577	10280587		
chr2L	10280587	10280597		
chr2L	10280597	10283867		
chr2L	10283867	10288343		
chr2L	10288343	10292820		
chr2L	10292820	10297297		
chr2L	10297297	10309580		
chr2L	10309580	10309590		
chr2L	10309590	10310873		
chr2L	10310873	10312897		
chr2L	10312897	10316656		
chr2L	10316656	10320415		
chr2L	10320415	10323307		
chr2L	10323307	10328820		
chr2L	10328820	10350578		
chr2L	10350578	10373169		
chr2L	10373169	10391524		
chr2L	10391524	10431146		
chr2L	10431146	10441698		
chr2L	10441698	10451138		
chr2L	10451138	10457039		
chr2L	10457039	10462939		
chr2L	10462939	10467069		
chr2L	10467069	10472969		
chr2L	10472969	10494506		
chr2L	10494506	10495428		
chr2L	10495428	10499558		
chr2L	10499558	10514346		
chr2L	10514346	10557961		
chr2L	10557961	10614466		
chr2L	10614466	10664207		
chr2L	10664207	10679989		
chr2L	10679989	10709298		
chr2L	10709298	10774975		
chr2L	10774975	10856377		
chr2L	10856377	10861013		
chr2L	10861013	10899582		
chr2L	10899582	10929250		
chr2L	10929250	11019738		
chr2L	11019738	11019748		
chr2L	11019748	11019758		
chr2L	11019758	11019768		
chr2L	11019768	11021965		
chr2L	11021965	11067015		
chr2L	11067015	11093465		
chr2L	11093465	11109050		
chr2L	11109050	11131904		
chr2L	11131904	11169360		
chr2L	11169360	11218807		
chr2L	11218807	11288234		
chr2L	11288234	11313013		
chr2L	11313013	11367439		
chr2L	11367439	11372970		
chr2L	11372970	11440449		
chr2L	11440449	11537701		
chr2L	11537701	11609243		
chr2L	11609243	11680785		
chr2L	11680785	11806263		
chr2L	11806263	11836578		
chr2L	11836578	11847381		
chr2L	11847381	11858183		
chr2L	11858183	11871552		
chr2L	11871552	11873240		
chr2L	11873240	11887283		
chr2L	11887283	11901327		
chr2L	11901327	11931641		
chr2L	11931641	11961956		
chr2L	11961956	11976000		
chr2L	11976000	11980753		
chr2L	11980753	12001757		
chr2L	12001757	12003537		
chr2L	12003537	12008022		
chr2L	12008022	12019414		
chr2L	12019414	12037642		
chr2L	12037642	12042127		
chr2L	12042127	12053520		
chr2L	12053520	12053530		
chr2L	12053530	12053540		
chr2L	12053540	12053550		
chr2L	12053550	12060150		
chr2L	12060150	12078332		
chr2L	12078332	12088107		
chr2L	12088107	12118045		
chr2L	12118045	12118055		
chr2L	12118055	12118065		
chr2L	12118065	12118075		
chr2L	12118075	12176015		
chr2L	12176015	12235162		
chr2L	12235162	12294308		
chr2L	12294308	12313074		
chr2L	12313074	12378588		
chr2L	12378588	12382777		
chr2L	12382777	12409585		
chr2L	12409585	12436394		
chr2L	12436394	12463203		
chr2L	12463203	12481969		
chr2L	12481969	12533073		
chr2L	12533073	12536338		
chr2L	12536338	12556019		
chr2L	12556019	12581605		
chr2L	12581605	12619122		
chr2L	12619122	12674151		
chr2L	12674151	12720340		
chr2L	12720340	12749208		
chr2L	12749208	12778076		
chr2L	12778076	12859086		
chr2L	12859086	12942602		
chr2L	12942602	12985594		
chr2L	12985594	13028587		
chr2L	13028587	13131522		
chr2L	13131522	13156534		
chr2L	13156534	13172747		
chr2L	13172747	13192701		
chr2L	13192701	13212655		
chr2L	13212655	13228868		
chr2L	13228868	13241340		
chr2L	13241340	13253032		
chr2L	13253032	13258574		
chr2L	13258574	13277618		
chr2L	13277618	13296662		
chr2L	13296662	13315705		
chr2L	13315705	13352007		
chr2L	13352007	13368962		
chr2L	13368962	13376897		
chr2L	13376897	13393105		
chr2L	13393105	13410173		
chr2L	13410173	13426175		
chr2L	13426175	13428842		
chr2L	13428842	13461378		
chr2L	13461378	13493915		
chr2L	13493915	13516104		
chr2L	13516104	13568162		
chr2L	13568162	13629299		
chr2L	13629299	13685223		
chr2L	13685223	13702162		
chr2L	13702162	13833369		
chr2L	13833369	13833379		
chr2L	13833379	13833389		
chr2L	13833389	13833399		
chr2L	13833399	13833409		
chr2L	13833409	13840769		
chr2L	13840769	13848431		
chr2L	13848431	13858651		
chr2L	13858651	13886483		
chr2L	13886483	13914315		
chr2L	13914315	13920064		
chr2L	13920064	13952276		
chr2L	13952276	13984488		
chr2L	13984488	14003468		
chr2L	14003468	14031300		
chr2L	14031300	14059132		
chr2L	14059132	14082493		
chr2L	14082493	14110325		
chr2L	14110325	14129305		
chr2L	14129305	14191448		
chr2L	14191448	14260776		
chr2L	14260776	14319262		
chr2L	14319262	14364252		
chr2L	14364252	14463510		
chr2L	14463510	14562769		
chr2L	14562769	14648531		
chr2L	14648531	14728138		
chr2L	14728138	14784679		
chr2L	14784679	14880636		
chr2L	14880636	14976593		
chr2L	14976593	15046182		
chr2L	15046182	15058675		
chr2L	15058675	15063839		
chr2L	15063839	15092774		
chr2L	15092774	15152068		
chr2L	15152068	15214582		
chr2L	15214582	15242917		
chr2L	15242917	15271253		
chr2L	15271253	15333767		
chr2L	15333767	15515146		
chr2L	15515146	15721189		
chr2L	15721189	15853531		
chr2L	15853531	15880296		
chr2L	15880296	15930004		
chr2L	15930004	15968241		
chr2L	15968241	16041130		
chr2L	16041130	16125490		
chr2L	16125490	16140546		
chr2L	16140546	16155602		
chr2L	16155602	16182368		
chr2L	16182368	16209133		
chr2L	16209133	16348698		
chr2L	16348698	16348708		
chr2L	16348708	16348718		
chr2L	16348718	16348728		
chr2L	16348728	16348738		
chr2L	16348738	16348748		
chr2L	16348748	16348758		
chr2L	16348758	16348768		
chr2L	16348768	16348778		
chr2L	16348778	16348788		
chr2L	16348788	16348798		
chr2L	16348798	16411601		
chr2L	16411601	16485982		
chr2L	16485982	16516883		
chr2L	16516883	16537956		
chr2L	16537956	16554167		
chr2L	16554167	16570377		
chr2L	16570377	16606141		
chr2L	16606141	16637042		
chr2L	16637042	16658116		
chr2L	16658116	16669463		
chr2L	16669463	16700364		
chr2L	16700364	16720500		
chr2L	16720500	16734233		
chr2L	16734233	16741627		
chr2L	16741627	16765029		
chr2L	16765029	16824975		
chr2L	16824975	16867932		
chr2L	16867932	16894285		
chr2L	16894285	16943227		
chr2L	16943227	16980874		
chr2L	16980874	17050286		
chr2L	17050286	17056168		
chr2L	17056168	17093815		
chr2L	17093815	17154051		
chr2L	17154051	17214286		
chr2L	17214286	17240639		
chr2L	17240639	17278287		
chr2L	17278287	17315934		
chr2L	17315934	17364875		
chr2L	17364875	17413816		
chr2L	17413816	17440169		
chr2L	17440169	17477817		
chr2L	17477817	17526758		
chr2L	17526758	17552485		
chr2L	17552485	17649720		
chr2L	17649720	17746956		
chr2L	17746956	17817472		
chr2L	17817472	17901486		
chr2L	17901486	17958780		
chr2L	17958780	18093202		
chr2L	18093202	18100088		
chr2L	18100088	18130939		
chr2L	18130939	18188234		
chr2L	18188234	18258750		
chr2L	18258750	18329266		
chr2L	18329266	18386561		
chr2L	18386561	18443855		
chr2L	18443855	18501150		
chr2L	18501150	18598385		
chr2L	18598385	18643592		
chr2L	18643592	18655059		
chr2L	18655059	18666525		
chr2L	18666525	18677991		
chr2L	18677991	18684441		
chr2L	18684441	18725494		
chr2L	18725494	18766548		
chr2L	18766548	18782928		
chr2L	18782928	18813129		
chr2L	18813129	18815689		
chr2L	18815689	18822138		
chr2L	18822138	18881927		
chr2L	18881927	18884486		
chr2L	18884486	18905781		
chr2L	18905781	18912231		
chr2L	18912231	18928611		
chr2L	18928611	18949905		
chr2L	18949905	18971200		
chr2L	18971200	18997409		
chr2L	18997409	19028634		
chr2L	19028634	19035083		
chr2L	19035083	19046550		
chr2L	19046550	19061933		
chr2L	19061933	19085148		
chr2L	19085148	19150331		
chr2L	19150331	19150341		
chr2L	19150341	19150351		
chr2L	19150351	19156532		
chr2L	19156532	19168098		
chr2L	19168098	19182334		
chr2L	19182334	19217604		
chr2L	19217604	19292950		
chr2L	19292950	19368297		
chr2L	19368297	19386227		
chr2L	19386227	19397438		
chr2L	19397438	19405286		
chr2L	19405286	19419860		
chr2L	19419860	19427708		
chr2L	19427708	19461902		
chr2L	19461902	19463654		
chr2L	19463654	19485025		
chr2L	19485025	19506396		
chr2L	19506396	19531130		
chr2L	19531130	19566025		
chr2L	19566025	19619070		
chr2L	19619070	19634370		
chr2L	19634370	19654861		
chr2L	19654861	19658276		
chr2L	19658276	19673576		
chr2L	19673576	19721797		
chr2L	19721797	19763462		
chr2L	19763462	19805126		
chr2L	19805126	19840097		
chr2L	19840097	19868511		
chr2L	19868511	19896924		
chr2L	19896924	19938589		
chr2L	19938589	20000958		
chr2L	20000958	20060935		
chr2L	20060935	20073177		
chr2L	20073177	20076190		
chr2L	20076190	20086136		
chr2L	20086136	20091492		
chr2L	20091492	20098210		
chr2L	20098210	20117316		
chr2L	20117316	20224465		
chr2L	20224465	20277205		
chr2L	20277205	20297972		
chr2L	20297972	20382357		
chr2L	20382357	20430073		
chr2L	20430073	20459895		
chr2L	20459895	20498664		
chr2L	20498664	20555512		
chr2L	20555512	20576388		
chr2L	20576388	20642183		
chr2L	20642183	20661175		
chr2L	20661175	20667201		
chr2L	20667201	20678392		
chr2L	20678392	20687000		
chr2L	20687000	20705454		
chr2L	20705454	20706799		
chr2L	20706799	20723209		
chr2L	20723209	20731817		
chr2L	20731817	20740426		
chr2L	20740426	20754199		
chr2L	20754199	20762807		
chr2L	20762807	20768833		
chr2L	20768833	20780024		
chr2L	20780024	20812419		
chr2L	20812419	20837566		
chr2L	20837566	20852971		
chr2L	20852971	20881654		
chr2L	20881654	20910336		
chr2L	20910336	20922885		
chr2L	20922885	20966124		
chr2L	20966124	21102403		
chr2L	21102403	21122174		
chr2L	21122174	21136513		
chr2L	21136513	21148163		
chr2L	21148163	21154436		
chr2L	21154436	21160709		
chr2L	21160709	21175048		
chr2L	21175048	21202380		
chr2L	21202380	21209793		
chr2L	21209793	21234025		
chr2L	21234025	21254364		
chr2L	21254364	21300763		
chr2L	21300763	21314164		
chr2L	21314164	21321531		
chr2L	21321531	21328898		
chr2L	21328898	21364563		
chr2L	21364563	21400229		
chr2L	21400229	21447120		
chr2L	21447120	21471443		
chr2L	21471443	21512721		
chr2L	21512721	21548387		
chr2L	21548387	21592349		
chr2L	21592349	21662689		
chr2L	21662689	21662699		
chr2L	21662699	21662709		
chr2L	21662709	21670401		
chr2L	21670401	21684084		
chr2L	21684084	21716185		
chr2L	21716185	21717830		
chr2L	21717830	21731512		
chr2L	21731512	21754733		
chr2L	21754733	21777954		
chr2L	21777954	21804332		
chr2L	21804332	21824395		
chr2L	21824395	21838078		
chr2L	21838078	21858141		
chr2L	21858141	21871823		
chr2L	21871823	21885506		
chr2L	21885506	21902346		
chr2L	21902346	21919186		
chr2L	21919186	21929711		
chr2L	21929711	21946551		
chr2L	21946551	21963391		
chr2L	21963391	21973916		
chr2L	21973916	21991348		
chr2L	21991348	22008780		
chr2L	22008780	22026212		
chr2L	22026212	22043644		
chr2L	22043644	22061076		
chr2L	22061076	22078508		
chr2L	22078508	22095940		
chr2L	22095940	22113372		
chr2L	22113372	22130804		
chr2L	22130804	22148236		
chr2L	22148236	22165668		
chr2L	22165668	22183100		
chr2L	22183100	22200532		
chr2L	22200532	22217964		
chr2L	22217964	22235396		
chr2L	22235396	22252828		
chr2L	22252828	22677528		
chr2L	22677528	23513712		
chr2R	0	4460914		
chr2R	4460914	4500577		
chr2R	4500577	4541395		
chr2R	4541395	4582213		
chr2R	4582213	4623031		
chr2R	4623031	4663848		
chr2R	4663848	4704666		
chr2R	4704666	4766432		
chr2R	4766432	4828198		
chr2R	4828198	4852843		
chr2R	4852843	4884881		
chr2R	4884881	4939254		
chr2R	4939254	4999480		
chr2R	4999480	5003330		
chr2R	5003330	5078497		
chr2R	5078497	5082348		
chr2R	5082348	5129327		
chr2R	5129327	5146578		
chr2R	5146578	5236531		
chr2R	5236531	5240382		
chr2R	5240382	5287361		
chr2R	5287361	5312006		
chr2R	5312006	5366379		
chr2R	5366379	5405810		
chr2R	5405810	5460183		
chr2R	5460183	5507162		
chr2R	5507162	5568928		
chr2R	5568928	5600966		
chr2R	5600966	5633004		
chr2R	5633004	5679983		
chr2R	5679983	5689687		
chr2R	5689687	5729119		
chr2R	5729119	5768551		
chr2R	5768551	5778255		
chr2R	5778255	5802899		
chr2R	5802899	5864665		
chr2R	5864665	5916516		
chr2R	5916516	5929207		
chr2R	5929207	5968070		
chr2R	5968070	5970903		
chr2R	5970903	5989031		
chr2R	5989031	6018037		
chr2R	6018037	6058034		
chr2R	6058034	6092592		
chr2R	6092592	6121598		
chr2R	6121598	6150604		
chr2R	6150604	6179610		
chr2R	6179610	6223912		
chr2R	6223912	6312087		
chr2R	6312087	6354929		
chr2R	6354929	6415689		
chr2R	6415689	6420839		
chr2R	6420839	6491486		
chr2R	6491486	6496635		
chr2R	6496635	6559455		
chr2R	6559455	6651935		
chr2R	6651935	6651945		
chr2R	6651945	6651955		
chr2R	6651955	6651965		
chr2R	6651965	6654039		
chr2R	6654039	6658343		
chr2R	6658343	6668180		
chr2R	6668180	6690446		
chr2R	6690446	6705310		
chr2R	6705310	6725807		
chr2R	6725807	6746304		
chr2R	6746304	6766220		
chr2R	6766220	6767672		
chr2R	6767672	6776962		
chr2R	6776962	6805298		
chr2R	6805298	6806750		
chr2R	6806750	6808201		
